Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,classe_real,classe_predita,prob_Benign,prob_Malicious
23.2,6,70.0,78.35456138449985,0.0,0.1,0.0,0.2,0.5,0.0,0.0,5,1,0,0,0.2,0.4,0.3,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1737,66,583,173.7,172.198238473375,173.7,0.0157394886016845,10,29652.23333333333,Benign,Benign,0.9833666682243347,0.016633328050374985
9.76,6,64.0,3264.049805447471,0.0,0.0,0.0,0.0,0.48,0.0,0.0,48,0,0,0,0.0,0.48,0.01,0.0,0.0,0.0,0.0,0.48,0.02,0.0,0.01,0.0,0.0,0.99,0.99,91435,60,1514,914.35,580.437389501497,914.35,0.0003063678741455,100,336907.5631313126,Malicious,Malicious,0.0,1.0
13.72,6,72.89,1440.1736049114809,0.0,0.03,0.02,0.1,0.54,0.0,0.0,54,3,0,2,0.02,0.2,0.04,0.0,0.0,0.0,0.0,0.58,0.07,0.0,0.0,0.02,0.0,1.0,1.0,76381,60,1543,763.81,597.7426001721864,763.81,0.0007220911979675,100,357296.2160606063,Malicious,Malicious,0.0,1.0
32.0,6,148.5,731.1608123420204,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12338,66,5858,1233.8,1900.2559944503384,1233.8,0.0014243841171264,10,3610972.844444444,Benign,Benign,0.9957980513572693,0.004201952368021011
32.0,6,148.0,2000.4311537177468,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9438,66,2962,943.8,1214.2584202347996,943.8,0.0005177021026611,10,1474423.511111111,Benign,Benign,0.9981030225753784,0.0018969736993312836
11.6,17,76.8,77.74168795109709,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,808,60,164,80.8,43.85025022100152,80.8,0.0159346103668212,10,1922.844444444444,Benign,Benign,0.9870625138282776,0.012937460094690323
10.28,6,77.24,377.23446201666405,0.01,0.08,0.01,0.02,0.43,0.0,0.0,43,8,1,1,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.45,0.09,0.0,0.07,0.04,0.0,0.93,0.93,66748,60,1514,667.48,608.4142906695312,667.48,0.0026587796211242,100,370167.9490909088,Malicious,Malicious,0.0,1.0
24.4,6,108.6,55.29202858525152,0.0,0.1,0.0,0.1,0.5,0.0,0.0,5,1,0,0,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1231,66,262,123.1,78.7040165571124,123.1,0.0188705921173095,10,6194.322222222221,Benign,Benign,0.9798157811164856,0.020184218883514404
32.0,6,80.1,34.237539385826,0.0,0.0,0.0,0.4,1.0,0.0,0.0,10,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1654,66,790,165.4,223.52539005670027,165.4,0.0326426982879638,10,49963.600000000006,Benign,Benign,0.7342241406440735,0.2657758593559265
30.4,6,122.3,165.88111528574254,0.0,0.1,0.0,0.5,1.0,0.0,0.0,10,1,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4203,66,2866,420.3,873.842733117477,420.3,0.0065308094024658,10,763601.1222222222,Benign,Benign,0.8097823262214661,0.19021767377853394
10.08,6,64.22,2684.766940202015,0.0,0.02,0.0,0.0,0.5,0.0,0.0,50,2,0,0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.5,0.0,0.0,0.02,0.0,0.0,0.98,0.98,90864,60,1514,908.64,587.6781143284189,908.64,0.0003724718093872,100,345365.5660606063,Malicious,Malicious,0.0,1.0
10.48,6,63.36,2112.1907984852146,0.0,0.0,0.05,0.0,0.47,0.0,0.0,47,0,0,5,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.52,0.01,0.0,0.01,0.0,0.0,0.99,0.99,88811,60,1514,888.11,597.326465987986,888.11,0.000479130744934,100,356798.90696969663,Malicious,Malicious,0.0,1.0
10.0,6,63.81,1212.7383231074384,0.0,0.0,0.0,0.01,0.5,0.0,0.0,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,92946,60,1514,929.46,576.6974491696557,929.46,0.000824589729309,100,332579.9478787875,Malicious,Malicious,0.0,1.0
9.8,6,63.36,2951.594266130905,0.0,0.0,0.0,0.0,0.49,0.0,0.0,49,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.01,0.0,0.0,0.99,0.99,92946,60,1514,929.46,576.6974491696557,929.46,0.0003388118743896,100,332579.9478787875,Malicious,Malicious,0.0,1.0
19.2,6,95.8,41.088844021634245,0.0,0.0,0.0,0.2,0.5,0.0,0.0,5,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.1,0.0,0.0,0.9,0.9,6958,60,1514,695.8,677.4641933957347,695.8,0.0277836084365844,10,458957.7333333334,Benign,Benign,0.9797513484954834,0.020248645916581154
29.6,6,169.5,321.56523605808303,0.0,0.0,0.0,0.4,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,10707,66,2962,1070.7,1158.4959646023804,1070.7,0.0031261920928955,10,1342112.9,Benign,Benign,0.8824577331542969,0.11754225939512253
32.0,6,147.5,195.0349214615864,0.1,0.0,0.0,0.2,1.0,0.0,0.0,10,0,1,0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3537,66,1514,353.7,594.2741697978205,353.7,0.0051464796066284,10,353161.78888888884,Benign,Benign,0.9983242154121399,0.0016757729463279247
32.0,6,232.0,3054.1789849268184,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.0004849195480346,10,0.0,Benign,Benign,0.9993005990982056,0.0006994253490120173
10.16,6,68.04,1021.8893593797966,0.0,0.0,0.0,0.02,0.5,0.0,0.0,50,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.5,0.02,0.0,0.0,0.0,0.0,1.0,1.0,89642,60,1514,896.42,587.350689042919,896.42,0.0009785914421081,100,344980.8319191918,Malicious,Malicious,0.0,1.0
29.6,6,156.3,1918.6240336672613,0.0,0.0,0.0,0.2,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,18064,214,2962,1806.4,875.4335053116382,1806.4,0.0006376981735229,10,766383.8222222221,Benign,Benign,0.9713995456695557,0.02860046550631523
10.2,6,64.0,3948.509296305013,0.0,0.0,0.0,0.0,0.51,0.0,0.0,51,0,0,0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,1.0,1.0,95540,374,1514,955.4,572.7569689270888,955.4,0.0002564406394958,100,328050.5454545461,Malicious,Malicious,0.0,1.0
10.2,6,64.59,1807.4377957234829,0.0,0.0,0.0,0.01,0.5,0.0,0.0,50,0,0,0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.5,0.01,0.0,0.0,0.0,0.0,1.0,1.0,93316,91,1514,933.16,573.9234053003197,933.16,0.0005597591400146,100,329388.0751515151,Malicious,Malicious,0.0,1.0
9.8,6,63.36,3826.430930355612,0.0,0.0,0.0,0.0,0.49,0.0,0.0,49,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.01,0.0,0.0,0.99,0.99,92946,60,1514,929.46,576.6974491696557,929.46,0.0002613496780395,100,332579.9478787876,Malicious,Malicious,0.0,1.0
32.0,6,232.0,1624.9434371610105,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.0007076978683471,10,0.0,Benign,Benign,0.9997644424438477,0.0002355423930566758
11.2,17,77.6,27.062505081110658,0.0,0.0,0.0,0.1,0.2,0.0,0.0,2,0,0,0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.1,0.1,0.0,0.9,0.9,1182,60,230,118.2,69.61130176439264,118.2,0.0392741918563842,10,4845.733333333334,Benign,Benign,0.7734748721122742,0.22652512788772583
13.4,6,64.0,5142.22102346566,0.0,0.0,0.35,0.0,0.32,0.0,0.0,32,0,0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,1.0,1.0,62890,60,1514,628.9,623.9387677157,628.9,0.0001944780349731,100,389299.58585858624,Malicious,Malicious,0.0,1.0
26.4,6,59.6,137.70462954755126,0.1,0.0,0.0,0.2,0.8,0.0,0.0,8,0,1,0,0.3,0.5,0.1,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,6931,60,2962,693.1,988.6489602819936,693.1,0.008908200263977,10,977426.7666666668,Benign,Benign,0.9999856948852539,1.4289080354501493e-05
15.0,6,63.9,13351.278051886042,0.0,0.01,0.47,0.0,0.27,0.0,0.0,27,1,0,47,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,1.0,1.0,51982,60,1514,519.82,606.2574773880227,519.82,7.491827011108399e-05,100,367548.12888888887,Malicious,Malicious,0.0,1.0
18.4,17,104.3,344.2327547293693,0.1,0.1,0.0,0.1,0.3,0.0,0.0,3,1,1,0,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,1367,60,441,136.7,124.71839390313596,136.7,0.0031461954116821,10,15554.67777777778,Benign,Benign,0.9958776831626892,0.0041223326697945595
11.92,6,68.03,457.45048190235,0.0,0.0,0.0,0.04,0.52,0.0,0.0,52,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.52,0.04,0.0,0.02,0.0,0.0,0.98,0.98,82212,60,1514,822.12,602.3490259732386,822.12,0.0021918988227844,100,362824.3490909092,Malicious,Malicious,0.0,1.0
10.0,17,92.6,90.86604620530684,0.0,0.0,0.0,0.2,0.2,0.0,0.0,2,0,0,0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.2,0.0,1.0,1.0,1513,76,400,151.3,93.39170793550736,151.3,0.0110053062438964,10,8722.01111111111,Benign,Benign,0.8510807752609253,0.1489192247390747
11.88,6,66.31,847.8531302999614,0.0,0.0,0.0,0.08,0.53,0.0,0.0,53,0,0,0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.53,0.01,0.0,0.02,0.0,0.0,0.98,0.98,85056,60,1514,850.56,595.8384860128973,850.56,0.0011794590950012,100,355023.5014141416,Malicious,Malicious,0.0,1.0
32.0,6,80.7,1026.6820062174136,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17073,66,4895,1707.3,1208.958050002839,1707.3,0.0011117935180664,10,1461579.566666667,Benign,Benign,0.9993559718132019,0.0006440486176870763
29.6,6,138.0,173.55357674865107,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,762,66,156,76.2,28.29134143161119,76.2,0.0060316085815429,10,800.4,Benign,Benign,0.9851873517036438,0.014812620356678963
14.0,6,64.0,4207.346775002508,0.0,0.0,0.4,0.0,0.3,0.0,0.0,30,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59040,60,1514,590.4,621.5729801857301,590.4,0.0002414393424987,100,386352.9696969701,Malicious,Malicious,0.0,1.0
14.0,17,71.7,36.42254734414294,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,1041,60,156,104.1,44.826703351164845,104.1,0.034383201599121,10,2009.4333333333327,Malicious,Benign,0.5046164989471436,0.49538350105285645
21.6,6,134.0,274.7696661600545,0.0,0.2,0.0,0.2,0.4,0.0,0.0,4,2,0,0,0.1,0.3,0.3,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1368,60,357,136.8,118.00451968745377,136.8,0.0042339086532592,10,13925.066666666664,Benign,Benign,0.9845767021179199,0.015423323027789593
10.32,6,65.86,369.0882403669144,0.0,0.02,0.03,0.01,0.46,0.0,0.0,46,2,0,3,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.49,0.04,0.0,0.02,0.01,0.0,0.98,0.98,82809,60,1514,828.09,605.6320364176203,828.09,0.0027138090133666,100,366790.1635353537,Malicious,Malicious,0.0,1.0
24.8,6,102.2,136.2118697734838,0.0,0.0,0.0,0.0,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,12472,95,2962,1247.2,884.2819811701594,1247.2,0.0077214002609252,10,781954.6222222222,Benign,Benign,0.9959257245063782,0.004074283875524998
32.0,6,64.0,214.3943568379891,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19574,156,2962,1957.4,958.2938774486436,1957.4,0.004715609550476,10,918327.155555556,Benign,Benign,0.9905744194984436,0.009425560012459755
10.92,6,68.87,1097.5141562261229,0.0,0.04,0.0,0.0,0.51,0.0,0.0,51,4,0,0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.51,0.01,0.0,0.0,0.0,0.0,1.0,1.0,89491,60,1514,894.91,589.3901846807254,894.91,0.0009111595153808,100,347380.7897979795,Malicious,Malicious,0.0,1.0
24.4,6,67.5,70.51893398702371,0.0,0.1,0.0,0.2,0.7,0.0,0.0,7,1,0,0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,985,60,317,98.5,82.15601688927666,98.5,0.0144906997680664,10,6749.611111111111,Benign,Benign,0.9986764192581177,0.0013235654914751649
24.4,6,115.2,75.90662388405985,0.1,0.2,0.0,0.1,0.6,0.0,0.0,6,2,1,0,0.3,0.3,0.2,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.9,0.9,767,60,123,76.7,19.944645619536303,76.7,0.013174295425415,10,397.7888888888888,Benign,Benign,0.9894483089447021,0.010551713407039642
16.8,6,150.7,52.32996178467919,0.0,0.0,0.0,0.4,0.5,0.0,0.0,5,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.1,0.0,1.0,1.0,1681,60,427,168.1,106.81390879052742,168.1,0.0203113079071044,10,11409.21111111111,Benign,Benign,0.8346316814422607,0.16536828875541687
10.0,6,64.0,1708.3558368666936,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,94400,374,1514,944.0,572.8715546977509,944.0,0.0005853700637817,100,328181.8181818182,Malicious,Malicious,0.0,1.0
15.2,17,92.9,66.9478677675925,0.1,0.0,0.0,0.1,0.3,0.0,0.0,3,0,1,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,949,60,230,94.9,67.22838355602161,94.9,0.0171700954437255,10,4519.655555555557,Benign,Benign,0.8879119157791138,0.11208806186914444
9.76,6,64.63,705.3423201625163,0.0,0.0,0.0,0.0,0.48,0.0,0.0,48,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.48,0.02,0.0,0.02,0.01,0.0,0.98,0.98,90629,60,1514,906.29,590.2678093608667,906.29,0.0014213109016418,100,348416.0867676765,Malicious,Malicious,0.0,1.0
10.0,6,64.0,3134.1941654710663,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,94400,374,1514,944.0,572.8715546977509,944.0,0.0003191304206848,100,328181.8181818182,Malicious,Malicious,0.0,1.0
11.76,6,65.91,3006.6910873913075,0.0,0.0,0.11,0.01,0.45,0.0,0.0,45,0,0,11,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.55,0.05,0.0,0.0,0.0,0.0,1.0,1.0,78800,60,1514,788.0,618.7267310184421,788.0,0.0003356218338012,100,382822.76767676766,Malicious,Malicious,0.0,1.0
9.8,6,62.72,2469.6201041004265,0.0,0.0,0.0,0.0,0.49,0.0,0.0,49,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.02,0.0,0.0,0.98,0.98,92632,60,1514,926.32,580.5940336579355,926.32,0.000404930114746,100,337089.431919192,Malicious,Malicious,0.0,1.0
10.08,6,64.0,1559.620869293611,0.0,0.0,0.02,0.0,0.48,0.0,0.0,48,0,0,2,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.5,0.01,0.0,0.0,0.0,0.0,1.0,1.0,91201,60,1514,912.01,583.5903934899349,912.01,0.0006411814689636,100,340577.74737373705,Malicious,Malicious,0.0,1.0
23.2,6,140.4,121.82474077086178,0.0,0.1,0.0,0.2,0.5,0.0,0.0,5,1,0,0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1408,66,317,140.8,86.42890463008052,140.8,0.010027003288269,10,7469.955555555554,Benign,Benign,0.9218956232070923,0.0781044065952301
32.0,6,215.2,4163.080893300248,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,798,66,204,79.8,43.63943171032363,79.8,0.0002403020858764,10,1904.4,Benign,Benign,0.9965248703956604,0.003475106554105878
18.0,6,53.5,243.46279538185595,0.0,0.0,0.0,0.3,0.6,0.0,0.0,6,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.6,0.6,4798,60,3692,479.8,1140.3394036669763,479.8,0.004593801498413,10,1300373.9555555554,Benign,Benign,0.8079320788383484,0.1920679360628128
13.6,17,48.3,164.1201582388687,0.1,0.1,0.0,0.0,0.2,0.0,0.0,2,1,1,0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.2,0.1,0.0,0.8,0.8,1120,60,336,112.0,94.19129471453292,112.0,0.0062195062637329,10,8872.0,Benign,Benign,0.9866666793823242,0.013333333656191826
17.6,6,76.3,76.70720600445506,0.0,0.0,0.0,0.2,0.5,0.0,0.0,5,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,3277,60,659,327.7,226.4484488796512,327.7,0.0172200918197631,10,51278.9,Benign,Benign,0.893808126449585,0.10619188845157623
10.24,6,65.04,7414.098847486389,0.0,0.01,0.0,0.0,0.51,0.0,0.0,51,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.01,0.0,0.0,0.99,0.99,93772,60,1514,937.72,580.8315891456791,937.72,0.0001369881629943,100,337365.334949495,Malicious,Malicious,0.0,1.0
28.4,6,85.0,102.784437887803,0.1,0.0,0.0,0.5,0.9,0.0,0.0,9,0,1,0,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1568,60,441,156.8,141.647292792893,156.8,0.0131009101867675,10,20063.95555555556,Benign,Benign,0.9966607093811035,0.003339281538501382
9.68,6,63.77,991.5331007158188,0.0,0.01,0.0,0.0,0.47,0.0,0.0,47,1,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.47,0.03,0.0,0.03,0.0,0.0,0.97,0.97,87862,60,1514,878.62,593.7352193588235,878.62,0.0010085487365722,100,352521.5107070703,Malicious,Malicious,0.0,1.0
20.0,6,56.9,81.42651081434198,0.0,0.0,0.0,0.2,0.5,0.0,0.0,5,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,3756,66,1514,375.6,418.3231605668837,375.6,0.0123613119125366,10,174994.26666666672,Benign,Benign,0.9899284243583679,0.0100715858861804
9.6,17,108.6,25.77419289423699,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1,0,0,0,0.0,0.0,0.6,0.0,0.0,0.1,0.0,0.1,0.8,0.0,0.1,0.0,0.0,0.9,0.9,1618,60,357,161.8,119.18594249696098,161.8,0.0396507978439331,10,14205.288888888888,Benign,Benign,0.8849990367889404,0.11500099301338196
10.0,6,64.0,6669.69436758579,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,94400,374,1514,944.0,572.8715546977509,944.0,0.0001529121398925,100,328181.8181818182,Malicious,Malicious,0.0,1.0
20.4,6,88.6,132.5047071460163,0.0,0.0,0.0,0.3,0.6,0.0,0.0,6,0,0,0,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.1,0.0,1.0,1.0,1311,66,230,131.1,65.69364927872067,131.1,0.0078916072845458,10,4315.655555555556,Benign,Benign,0.9519699215888977,0.048030078411102295
10.2,6,67.58,837.5910120257689,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50,0,0,0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.5,0.01,0.0,0.0,0.0,0.0,1.0,1.0,94131,105,1514,941.31,576.197018336085,941.31,0.0011976218223571,100,332003.0039393946,Malicious,Malicious,0.0,1.0
27.2,6,119.1,103.93594798127604,0.0,0.0,0.0,0.4,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,2207,66,534,220.7,168.30729171501883,220.7,0.0097520112991333,10,28327.344444444443,Benign,Benign,0.9653610587120056,0.034638918936252594
21.2,6,132.3,31.26162909431324,0.0,0.0,0.0,0.3,0.7,0.0,0.0,7,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1432,60,230,143.2,73.35878346258961,143.2,0.0321640014648437,10,5381.511111111111,Benign,Benign,0.6411062479019165,0.3588937222957611
9.92,6,66.41,573.5855249212642,0.01,0.0,0.0,0.02,0.48,0.0,0.0,48,0,1,0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.48,0.01,0.0,0.04,0.0,0.0,0.96,0.96,87761,60,1514,877.61,594.454386879942,877.61,0.0017434310913085,100,353376.01808080776,Malicious,Malicious,0.0,1.0
32.0,6,98.0,16837.83219590526,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12729,66,4410,1272.9,1795.295979930762,1272.9,7.328987121582031e-05,10,3223087.655555556,Benign,Benign,0.9847452044487,0.015254822559654713
12.6,6,64.0,10697.571924097125,0.0,0.0,0.25,0.0,0.38,0.0,0.0,38,0,0,25,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,1.0,1.0,72870,60,1514,728.7,629.8026867538949,728.7,9.348869323730468e-05,100,396651.4242424247,Malicious,Malicious,0.0,1.0
13.2,6,62.72,6227.8078042406605,0.0,0.0,0.34,0.0,0.32,0.0,0.0,32,0,0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.02,0.0,0.0,0.98,0.98,62576,60,1514,625.76,626.0211556111561,625.76,0.0001605796813964,100,391902.4872727273,Malicious,Malicious,0.0,1.0
30.8,6,148.0,593.3964319567647,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6446,60,1514,644.6,748.2626098725857,644.6,0.0017569065093994,10,559896.9333333333,Benign,Benign,0.9983139038085938,0.0016860965406522155
11.2,17,110.8,46.547159153333695,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2,0,0,0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.2,0.0,1.0,1.0,1100,66,218,110.0,57.44175794276804,110.0,0.0235310077667236,10,3299.555555555556,Malicious,Benign,0.7143654823303223,0.28563448786735535
32.0,6,247.0,7363.595505617977,0.0,0.0,0.0,0.7,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20652,1494,2922,2065.2,737.4160291178922,2065.2,0.0001685142517089,10,543782.4,Benign,Benign,1.0,9.807650691584513e-09
22.4,6,51.2,315.33986421971446,0.0,0.0,0.0,0.0,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.2,0.1,0.0,0.8,0.8,13680,60,2962,1368.0,1070.0562809705125,1368.0,0.0245680809020996,10,1145020.4444444445,Benign,Benign,0.996376633644104,0.0036233384162187576
29.6,6,75.9,226.5574833092064,0.0,0.0,0.0,0.7,0.9,0.0,0.0,9,0,0,0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1500,66,217,150.0,66.68666366756634,150.0,0.0089580059051513,10,4447.111111111111,Benign,Benign,0.9785650968551636,0.02143491804599762
11.52,6,65.66,1707.3057948125113,0.01,0.01,0.1,0.0,0.46,0.0,0.0,46,1,1,10,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.0,1.0,83812,60,1514,838.12,609.7895527031097,838.12,0.0005857300758361,100,371843.2985858586,Malicious,Malicious,0.0,1.0
